id_buku,judul_buku,id_penulis,id_penerbit,id_kategori,ISBN,tahun_terbit,jumlah_halaman,link_buku,deskripsi
J123034,Pengantar Logika : Edisi Revisi,PN174,PE100,I123,9.79E+12,Tanggal terbit tidak tersedia,135,http://books.google.co.id/books?id=lOnpEAAAQBAJ&dq=Filsafat&hl=&source=gbs_api,"Logika merupakan ilmu yang mempelajari kaidah berfikir sistematis dan shahih. Sebuah upaya membantu manusia dalam menuntun kepada jalan berfikir yang benar dan dapat dipertanggungjawabkan secara ilmiah. Dan buku Pengantar Logika dihadapan pembaca ini merupakan usaha penulis dalam mensistematisasikan pembelajaran logika pada jenjang strata 1 program studi filsafat. Materi yang disampaikan dalam buku ini dikemas secara sistematis dan tidak terlepas dari kebutuhan substansi metode logika itu sendiri. Penyusunan pembahasannya dimulai dari pengertian logika, ruang lingkup logika, cakupan manfaat serta tujuan mempelajari logika, objek kajian logika, asal mula kemunculan logika, hubungan logika dengan berbagai pirantinya terkait: manusia, pengetahuan, serta bahasa itu sendiri, silogisme, penalaran, keputusan, sampai pada azas-azas pemikiran, disusun dengan bahasa yang sangat sederhana, dengan tujuan mempermudah pembaca dalam memahami substansi logika itu sendiri. Tidak lupa penulis juga menyempurnakan penyajian materi dalam setiap pembahasan ini dengan bantuan diagram, semata-mata mengefektifkan proses jangkauan pemahaman pembaca terhadap logika itu sendiri. Bagaimanapun buku Pengantar Logika ini disusun dengan tujuan membantu pembaca dalam kemudahan mempelajarai logika. Karena selain sebagai buku ajar utama mahasiswa IAIN, buku ini juga bisa menjadi pilihan bagi khalayak umum dalam memahami logika."
J123035,Ensiklopedi agama dan filsafat,PN175,PE101,I123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,624,http://books.google.co.id/books?id=BsXXAAAAMAAJ&dq=Filsafat&hl=&source=gbs_api,Encyclopedia of Islam.
J123036,Filsafat Plato,PN176,PE102,I123,9.79E+12,Tanggal terbit tidak tersedia,316,https://play.google.com/store/books/details?id=RM0DEAAAQBAJ&source=gbs_api,"Awalnya ia dipanggil Aristocles, kemudian ia diberi nama Plato karena sosoknya yang kuat. Setelah kematian Socrates, ia menarik diri ke Megara dan berlindung dengan Euclid, tetapi ia lekas kembali ke Athena. Dikatakan oleh para penulis biografi bahwa ia telah melakukan perjalanan ke Kirene, Italia, dan Mesir. Kisah-kisah itu sulit dipastikan karena Plato sendiri tak pernah berkisah tentangnya. Namun yang pasti, Plato mengunjungi Italia dan Sisilia ketika ia berusia empat puluh tahun. Sekembalinya ke Athena, di dekat tempat sakral pahlawan Akademus, Plato mendirikan Akademi. Akademi ini adalah universitas Eropa pertama. Dari sekian banyak sumbangsih pemikirannya tentang moral, politik, pendidikan, dan cinta, beberapa yang tersohor adalah Apologia, Republik, Simposium, Phaedo. Dari Plato muncul gema pertama tentang Atlantis. Dari Plato pula berkembang doktrin Platonik. Dia adalah salah satu filsuf yang karya-karyanya tak pernah berhenti memberi pengaruh terhadap gerak manusia dan zaman. * Buku Seri Filsafat diterjemahkan dari karya termahsyur Frederick Charles Copleston, seorang pendeta Yesuit Inggris, yang sebelumnya diterbitkan dalam sembilan jilid antara tahun 1946 dan 1975. Sebagaimana dicatat oleh The Encyclopedia Britannica, karya ini adalah ""teks dasar pengantar filsafat untuk ribuan siswa universitas, khususnya dalam edisi paperback AS-nya."""
J123037,"Pustaka Filsafat FILSAFAT KEBUDAYAAN, Sebuah Pengantar",PN177,PE103,I123,9.79E+12,Tanggal terbit tidak tersedia,155,http://books.google.co.id/books?id=n7HxzQEACAAJ&dq=Filsafat&hl=&source=gbs_api,Deskripsi tidak tersedia
J123038,Ludwig Feuerbach dan achir filsafat klasik Djerman,PN178,PE103,I123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,92,http://books.google.co.id/books?id=GA0gAAAAMAAJ&dq=Filsafat&hl=&source=gbs_api,Deskripsi tidak tersedia
J123039,Filsafat sejarah,PN179,PE103,I123,9.79E+12,Tanggal terbit tidak tersedia,418,http://books.google.co.id/books?id=9g3ZvQEACAAJ&dq=Filsafat&hl=&source=gbs_api,On philosophy of history from Hindu perspectives in Indonesia.
J123040,Filsafat modern,PN180,PE103,I123,9.79E+12,Tanggal terbit tidak tersedia,332,http://books.google.co.id/books?id=vyLu5_2tsGYC&dq=Filsafat&hl=&source=gbs_api,Deskripsi tidak tersedia
K123001,Hukum Tata Negara,PN181,PE103,H123,9.79E+12,12/20/2017,123,https://play.google.com/store/books/details?id=SJHPDwAAQBAJ&source=gbs_api,"Buku Ajar HUKUM TATA NEGARA yang baik sekurang- kurangnya memerlukan dua kepakaran, yaitu ahli ilmu politik dan ilmu hukum. Dalam Buku Ajar HUKUM TATA NEGARA ini para pembaca terlebih dahulu diajak untuk mengenali apa itu HUKUM TATA NEGARA sebagaimana diuraikan pada bab pertamanya. Kemudian, pada bab kedua dikemukakan Konsep Dasar Hukum Tata Negara berisi Pengertian Hukum Tata Negara, Ruang Lingkup Hukum Tata Negara, dan Hubungan Hukum Tata Negara dengan Ilmu Lainnya. Selanjutnya, pada bab ketiga dikemukakan Sumber Hukum Tata Negara berisi Pengertian dan Kedudukan Sumber Hukum Tata Negara, Macam Macam Sumber Hukum Tata Negara, dan Sumber Hukum Tata Negara menurut Ilmu Hukum Tata Negara. Sedangkan pada bab keempat dikemukakan tentang Sejarah Ketatanegaraan Indonesia berisi Sistem Pemerintahan Indonesia, Masa berlakunya Undang Undang Dasar 1945 Tahap Pertama (18 Agustus 1945- 27 Desember 1949), Masa Berlakunya Konstitusi Republik Indonesia Serikat (27 Desember 1949 17 Agustus 1950), Masa Berlakunya Undang Undang Dasar Sementara (17 Agustus 1950-5 Juli 1959) Masa Berlakunya Undang Undang Dasar 1945 Tahap Kedua (5 Juli 1959), dan Masa Pasca Amandemen Undang Undang Dasar Republik Indonesia Tahun 1945 (1999-2001). Terakhir, pada bab kelima dikemukakan Lembaga Negara berisi Perkembangan Organisasi Negara dan Pemerintahan, Perkembangan Lembaga Lembaga Independen, Lembaga Lembaga Negara, Trias Politika, dan Sistem Pemerintahan Daerah."
K123002,Hukum Tata Negara Indonesia Teks Dan Konteks,PN182,PE103,H123,9.79E+12,10/7/2015,386,https://play.google.com/store/books/details?id=rsCVDwAAQBAJ&source=gbs_api,"Menurut Djokosoetono, seorang Guru Besar yang amat terpelajar dari Fakultas Hukum Universitas Indonesia, alam pikiran seorang ahli itu tidak berdiri sendiri, tidak otonom, tetapi dipengaruhi oleh suasana di sekitarnya (maksudnya: di sekelilingnya) atau dalam bahasa Belandanya â€žStituationsgebundenheitâ€Ÿ.1 Hal ini mengandung makna bahwa pandangan (para) ahli mempunyai kecenderungan dipengaruhi oleh situasi politik, sosial, ekonomi, budaya, perkembangan teknologi, serta suasana lingkungan pergaulan masyarakat (baik daerah, nasional, maupun internasional) pada saat itu. Demikian pula halnya dengan sebuah karya ilmiah (artikel, jurnal, bahan ajar, hasil penelitian, buku dan sebagainya) juga dipengaruhi oleh suasana pada saat karya ilmiah itu dibuat."
K123003,Hukum Tata Negara Indonesia,PN183,PE103,H123,9.79E+12,4/10/2019,643,https://play.google.com/store/books/details?id=D1e-DwAAQBAJ&source=gbs_api,"Buku ini mengurai kembali ruang yang sudah diuraikan dan sebagian belum diuraikan dalam buku-buku Hukum Tata Negara yang ditulis oleh para pendahulu. Tentu sebagai suatu kajian, buku ini dapat dijadikan sebagai buku pegangan bagi mahasiswa, dosen, atau para peneliti dan ahli guna menambah wawasan dan pengetahuan di bidang ketatanegaraan. Buku persembahan penerbit Prenada Media Group."
K123004,Hukum Tata Pemerintahan,PN184,PE103,H123,9.79E+12,1/1/2016,322,https://play.google.com/store/books/details?id=7ryiDwAAQBAJ&source=gbs_api,"Praktik penyelenggaraan pemerintahan pemerintah yang memegang semua kendali dalam kehidupan bermasyarakat, berbangsa, dan bernegara. Namun kini, paradigma penyelenggaraan pemerintahan seperti ini telah mengalami perubahan mendasar. Buku persembahan penerbit PrenadaMediaGroup"
K123005,Hukum Tata Negara dan Hukum Admnistrasi Negara dalam Tataran Reformasi Ketatanegaraan Indonesia,PN185,PE103,H123,9.79E+12,6/26/2018,620,https://play.google.com/store/books/details?id=KORjDwAAQBAJ&source=gbs_api,"Pada saat ini cukup banyak buku Hukum Tata Negara dan Administrasi Negara beredar dalam masyarakat, namun setelah Reformasi Tahun 1998 dan terjadinya Amandemen UUD 1945 serta Otonomi Daerah, maka dalam Hukum Tata Negara Indonesia terjadi Reformasi Ketatanegaraan berupa munculnya atau terbentuknya Lembaga-Lembaga Baru berikut fungsi dan wewenangnya menurut UUD 1945. Atas dasar itulah penulis menyusun buku ini, yang sekaligus melihat korelasi yang signifikan dengan perkembangan Hukum Administrasi Negara. Buku yang cukup menguras pikiran ini, penulis mencoba dalam penyajiannya agak sedikit berbeda dengan buku yang sama, karena dalam buku ini penulis ingin menunjukkan dan menjelaskan kepada masyarakat dan mahasiswa/mahasiswi terkait teori-teori dan praktik ketatanegaraan Indonesia atas peran Hukum Administrasi Negara dalam implementasi Hukum Tata Negara Pusat dan Daerah berdasarkan Pengetahuan (knowledge) dan pengalaman (experience) Penulis baik sebagai Dosen maupun sebagai Pejabat Birokrasi di Kementeri Dakam Negeri RI."
K123006,Prinsip-Prinsip Hukum Tata Negara Indonesia,PN186,PE103,H123,9.79E+12,Tanggal terbit tidak tersedia,424,https://play.google.com/store/books/details?id=5tt0EAAAQBAJ&source=gbs_api,"Sebagai suatu langkah pemantapan atau penguatan sistem demokrasi (konsolidasi sistem demokrasi) salah satu periode yang harus dilewati dalam perubahan sistem ketatanegaraan dari otoritarian sentralistik oligarkis menuju sistem ketatanegaraan demokratis desentralistik adalah melewati beberapa langkah eksperimentasi. Ekseperimentasi tersebut, seperti infrastruktur demokrasi, perumusan perangkat hukum yang utamanya legislasi untuk mengawal jalannya proses perubahan sistem ketatanegaraan, serta paradigmatis uji coba sistem demokrasi. Eksperimentasi itu tentu diarahkan untuk membangun budaya demokrasi dalam konsolidasi sistem demokrasi. Dengan demikian, prasyarat penguatan atau peneguhan demokrasi melalui konsolidasi tidak hanya berpijak pada sistem demokrasi prosedural semata, melainkan menyangkut substansi demokrasi, yakni kultur demokrasi itu sendiri. Penulis memaparkan bahwa sepanjang sejarah ketatanegaraan Indonesia proses menuju konsolidasi sistem demokrasi selalu diupayakan oleh setiap penyelenggara negara. Oleh karena itu, perubahan regulasi dan praktik politik mengalami percepatan yang tidak terprediksikan. Konsolidasi sistem demokrasi terus berjalan mengingat demokrasi sendiri bukanlah tujuan, melainkan cara untuk mencapai tujuan. Sehubungan dengan hal ini, buku Prinsip-Prinsip Hukum Tata Negara Indonesia ini lebih banyak menyajikan aspek-aspek mendasar yang harus diperhatikan dalam membangun sistem ketatanegaraan yang demokratis. Buku ini dapat dipergunakan sebagai bahan referensi mahasiswa dan siapa pun yang ingin mempelajari, memahami, dan mengimplementasikan Prinsip-prinsip Hukum Tata Negara Indonesia dalam rangka menuju konsolidasi sistem demokrasi di Indonesia."
K123007,Hukum tata negara,PN187,PE103,H123,9.79E+12,Tanggal terbit tidak tersedia,243,http://books.google.co.id/books?id=Ba_fswEACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Deskripsi tidak tersedia
K123008,Hukum Tata Negara: Teori dan Praktik di Indonesia,PN188,PE103,H123,9.79E+12,6/23/2022,162,https://play.google.com/store/books/details?id=szKGEAAAQBAJ&source=gbs_api,"Hukum Tata Negara merupakan mata kuliah wajib pada program studi Ilmu Hukum. Bahkan pada beberapa perguruan tinggi, Hukum Tata Negara menjadi bagian dari program studi. Oleh karena itu, dalam proses pembelajaran dan penulisan skripsi diperlukan sebuah buku referensi yang memberikan pemaparan tentang Hukum Tata Negara secara komprehensif. Atas dasar petimbangan tersebut, maka penulis menulis buku ini dengan judul â€œHukum Tata Negara: Teori dan Praktik di Indonesiaâ€"
K123009,Hukum Tata Negara Indonesia,PN189,PE103,H123,9.79E+12,4/1/2020,262,https://play.google.com/store/books/details?id=j7ubEAAAQBAJ&source=gbs_api,"Buku berjudul ""Hukum Tata Negara Indonesia"" Ini disusun sebagai bentuk dedikasi bagi Negara kesatuan Republik Indonesia. Sebagai negara hukum dan berdaulat, Indonesia memiliki aturan-aturan yang mengikat, aturan-aturan ini tertuang dalam sistem ketatanegaraan, dan diselenggarakan oeh lembaga-lembaga hukum. Aturan-aturan inilah yang penting dipahami oleh seluruh masyarakat Indonesia. Melalui buku ini, diharapkan dapat memberi pemahaman terkait kaidah hukum tata negara yang diberlakukan di Indonesia. Bagi para mahasiswa serta praktisi yang berkecimpung di bidang hukum, serta praktisi yang berkecimpung di bidang hukum, tentunya materi ini penting untuk dipahami dan dipelajari"
K123010,Pokok-pokok hukum tata negara Indonesia pascaamandemen UUD 1945,PN190,PE103,H123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,472,http://books.google.co.id/books?id=xI0OAQAAMAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,On constitutional law in Indonesia after amendment to the Indonesian 1945 Constitution.
K123011,Hukum Tata Negara,PN191,PE103,H123,9.79E+12,8/24/2023,290,https://play.google.com/store/books/details?id=4LTSEAAAQBAJ&source=gbs_api,"Hukum Tata Negara memiliki peran yang sangat strategis dalam dinamika perkembangan hukum di negara kita tercinta dalam kehidupan berbangsa dan bernegara seiring dengan dinamisasi yang ada dalam kehidupan demokrasi yang ada. Buku Hukum Tata Negara ini dapat digunakan sebagai acuan perkuliahan Hukum Tata Negara sebagai salah satu mata kuliah wajib yang harus ditempuh oleh setiap mahasiswa Fakultas Hukum. Buku ini juga dapat digunakan oleh pengajar atau pengampu mata kuliah Hukum Tata Negara dalam menyusun materi perkuliahan selama satu semester. Tidak hanya untuk kalangan akademisi dan mahasiswa, buku Hukum Tata Negara ini juga bisa dijadikan literatur oleh masyarakat umum dalam memahami dan mendalami keilmuan hukum khususnya Hukum Tata Negara. Buku ini spesial mengandung substansi 18 Bab yaitu Pengantar Hukum Tata Negara, Konstitusi dan Prinsip-Prinsip Konstitusi, Kedaulatan Negara, Pemisahan Kekuasaan, Negara Hukum, Demokrasi dan Hak Asasi Manusia, Sistem Pemerintahan, Lembaga Negara, Kepala Negara dan Kepala Pemerintahan, Pemerintahan Daerah dan Otonomi Daerah, Partai Politik dan Pemilihan Umum, Proses Pembuatan Perundang Undangan, Kewarganegaraan Indonesia, Konflik Antara Lembaga Negara, Konflik Antara Pusat dan Daerah, Peradilan Tata Negara, Perjanjian Internasional dan Konstitusi, Tantangan dan Perkembangan Terkini dalam Hukum Tata Negara."
K123012,Hukum tata negara Indonesia,PN192,PE103,H123,9.79E+12,Tanggal terbit tidak tersedia,375,http://books.google.co.id/books?id=KUKttAEACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,On Indonesian constitutional law.
K123013,Hukum Tata Negara Suatu Pengantar,PN193,PE103,H123,9.79E+12,8/20/2014,170,https://play.google.com/store/books/details?id=nGZoDgAAQBAJ&source=gbs_api,"Dalam konteks pengembangan dimaksud para pengajar setiap mata kuliah harus menggunakan berbagai literature yang sejalan dengan tuntutan kurikulum pendidikan tinggi hukum. Akan tetapi tuntutan tersebut tidaklah mudah terpenuhi, penyebabnya ialah keterbatasan daya beli dan ketersediaan literature itu sendiri. Dalam mata kuliah hukum tata negara khususnya, sesungguhnya telah banyak literature yang terbit akan tetapi dengan mempertimbangkan materi perkuliahan yang akan disampaikan sekaligus memudahkan mahasisiswa mendalami pokok-pokok materi yang tersebar dalam berbagai literature itu, penulis terdorong untuk menyusun buku ini sebagai himpunan materi minimal yang bersumber dari berbagai literature yang telah ada sebelumnya. Menyadari betapa luasnya ruang lingkup materi hukum tata negara, penulis menyusun buku ini dalam dua jilid. Pada jilid satu ini yang terdiri dari lima bab akan mengetangahkan uraian tentang pendahuluan, asas-asas hukum tata negara, sumber-sumber hukum tata negara, bentuk negara dan sistem pemerintahan serta hak asasi manusia. Sementara pada jilid kedua direncanakan menguraikan antara lain: konstitusi, kelembagaan negara, pemilihan umum, partai politik, otonomi daerah."
K123014,Hukum tata negara: Sejarah ketatanegaraan Indonesia,PN194,PE103,H123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,144,http://books.google.co.id/books?id=SWubAAAAMAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,On constitutional law of Indonesia after amendments to the Indonesian 1945 Constitution.
K123015,"Beberapa Aspek Hukum Tata Negara, Hukum Pidana dan Hukum Islam",PN195,PE104,H123,9.79E+12,1/1/2015,607,https://play.google.com/store/books/details?id=cja2DwAAQBAJ&source=gbs_api,"Pemikiran yang digagas oleh Prof. Dr. Tahir Azhary, S.H, sangat relevan untuk dibicarakan sebagai landasan pemikiran dan filosofis dalam meninjau pola hubungan antara negara, hukum, dan agama, khususnya di Indonesia yang memiliki karakteristik unik sebagai Negara yang berdasarkan atas Ketuhanan Yang Maha Esa berdasarkan Pancasila dan Undang-Undang Dasar (UUD) 1945, terlebih lagi pasca-1998, arus demokratisasi diikuti dengan semakin berkembangnya proliferasi gerakan Islam. Berbagai permasalahan dan perdebatan kontemporer saat ini, mulai dari wacana pendirian Negara Islam di Indonesia, pengakuan negara terhadap agama dan aliran kepercayaan, berbagai konflik antar umat beragama, proliferasi gerakan radikalisme Islam, penyerangan terhadap penganut agama minoritas hingga munculnya peraturan-peraturan daerah yang bernuansa syariah, dapat dikembalikan kepada pertanyaan mendasar: bagaimana hubungan antara negara, hukum, dan agama dalam konteks Indonesia sebagai negara berpenduduk Islam terbesar di dunia, namun tidak menganut baik teokrasi maupun sekularisme. Buku persembahan penerbit PrenadaMediaGroup"
K123016,ILMU HUKUM TATA NEGARA,PN196,PE105,H123,9.79E+12,Tanggal terbit tidak tersedia,227,http://books.google.co.id/books?id=FSH-DwAAQBAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,"Peristilahan Ilmu Hukum Tata Negara adalah merupakan salah satu cabang ilmu hukum yang secara khusus mengkaji persoalan hukum dalam konteks kenegaraan. Istilah Hukum Tata Negara dapat dianggap identik dengan pengertian Hukum Konstitusi yang merupakan terjemahan langsung dari perkataan Constitutional Law (Inggris). Dari segi bahasa, istilah Constitutional Law dalam bahasa Inggris memang biasa diterjemahkan sebagai Hukum Konstitusi. Namun istilah Hukum Tata Negara itu sendiri jika diterjemahkan ke dalam bahasa Inggris, niscaya perkataan yang dipakai adalah Constitutional Law. Oleh karena itu Hukum Tata Negara dapat dikatakan identik atau dapat disebut sebagai istilah lain dari Hukum Konstitusi."
K123017,Dasar-Dasar Hukum Tata Negara: Suatu Kajian Pengantar Hukum Tata Negara dalam Perspektif Teoritis-Filosofis,PN197,PE105,H123,9.79E+12,5/30/2019,212,http://books.google.co.id/books?id=3DedDwAAQBAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,"Hukum Tata Negara merupakan cabang dari Ilmu Hukum. Dari segi teori, Hukum Tata Negara (staatrecht) dibedakan menjadi 2 (dua) pengertian, yaitu staatrecht in ruimere zin (arti luas), dan staatrecht in engere zin (arti sempit), dimana dalam arti in engere zin inilah Hukum Tata Negara atau verfassungrecht yang dapat dibedakan antara pengertian yang luas dan pengertian yang sempit. Hukum Tata Negara dari segi Istilah biasanya juga dipersamakan dengan istilah law constitutional yang apabila diterjemahkan ke dalam bahasa Indonesia menjadi Hukum Konstitusi, walaupun ada juga yang membedakan antara Hukum Tata Negara dan Hukum Konstitusi. Hukum Tata Negara juga dapat dipelajari dari segi Hukum Tata Negara positif dan Hukum Tata Negara umum. Hukum Tata Negara positif mempelajari tentang norma-norma dasar yang berlaku di suatu wilayah dan waktu tertentu. Sementara Hukum Tata Negara umum mempelajari segala gejala ilmiah yang berkaitan dengan hukum tata Negara pada umumnya. Hal ini berkaitan pula dengan istilah lehre dan recht pada istilah verfassung yang mengindikasikan bahwa domain akademis Ilmu Hukum Tata Negara sangat luas jangkauan pembahasannya. Buku ini terdiri atas 7 (tujuh) Bab dan dimulai dengan Bab I : Pendahuluan"
K123018,Hukum Tata Negara-Dalam Dinamika Ketatanegaraan Indonesia,PN198,PE106,H123,9.79E+12,10/19/2020,316,https://play.google.com/store/books/details?id=Ax7eEAAAQBAJ&source=gbs_api,"Dari waktu ke waktu, Hukum Tata Negara berkembang dengan pesat Perkembangan kehidupan ketatanegaraan dewasa ini mulai meng- geser praktik Hukum Tata Negara dari arah orientasi terlalu politis ke arah orientasi yang lebih praktis Perkembangan ini menunjukkan bahwa Hukum Tata Negara menempati posisi penting dalam kehidupan bernegara di Indonesia saat ini Seiring dengan bangkitnya kesadaran konstitusional di kalangan warga negara Indonesia, antara lain sebagaimana tercermin dari banyaknya permohonan perkara di MK RI, kemudian muncul kebutuhan akan Hukum Tata Negara yang berorientasi lebih teknis-yuridis Bidang Hukum Tata Negara yang sebelum Era Reformasi relatif kurang populer baik di kalangan mahasiswa hukum, mahasiswa pada umumnya, maupun masyarakat luas, kini mulai disadari sebagai bidang hukum yang penting diketahui oleh berbagai kalangan Ini kemudian men- ciptakan kebutuhan pengetahuan Hukum Tata Negara di kalangan masyarakat umum Atas dasar itulah buku ini dihadirkan Buku Hukum Tata Negara ini dirancang khusus untuk memenuhi kebutuhan tersebut, terutama bagi kalangan pelajar, dan praktisi hukum yang ingin mendalami Hukum Tata Negara secara lebih lanjut."
K123019,Hukum tata negara Indonesia,PN199,PE106,H123,9.79E+12,Tanggal terbit tidak tersedia,365,http://books.google.co.id/books?id=UZJmAAAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Indonesian constitutional law after amendments to the Indonesian 1945 Constitution.
K123020,Dinamika hukum tata negara Indonesia,PN200,PE107,H123,9.79E+12,Tanggal terbit tidak tersedia,318,http://books.google.co.id/books?id=onBiywAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,On constitutional law of Indonesia.
K123021,Hukum Tata Negara,PN201,PE108,H123,9.79E+12,10/26/2023,173,https://play.google.com/store/books/details?id=SUnfEAAAQBAJ&source=gbs_api,"Ilmu hukum tata negara adalah salah satu cabang ilmu hukum yang mengkaji negara dan konstitusi sebagai objek kajiannya. Sebutan â€œhukum tata negaraâ€ berasal dari perkataan â€œhukumâ€, â€œtataâ€, dan â€œnegaraâ€ yang di dalamnya membahas urusan penataan negara. Hukum tata negara membahas semua aspek hukum yang berkaitan dengan negara sebagai objek kajiannya dan konstitusi sebagai unsur utama yang harus dipelajari. Dengan demikian, hukum tata negara merupakan ilmu hukum yang sangat penting untuk mengetahui struktur ketatanegaraan suatu bangsa. Buku ini tidak hanya membahas kulit dari hukum tata negara, tetapi juga pembahasan secara terperinci yang memuat beberapa materi: 1. Pengantar Ilmu Hukum Tata Negara, 2. Konstitusi, 3. Pembagian Kekuasaan, 4. Sistem Perwakilan, 5. Partai Politik dan Pemilu, 6. Hak Asasi Manusia dan Kewarga- negaraan, 7. Asas Perundang-undangan, 8. Sistem Pemerintahan Daerah."
K123022,Pengantar Hukum Tata Negara,PN202,PE109,H123,9.79E+12,3/18/2015,239,https://play.google.com/store/books/details?id=SoS2EAAAQBAJ&source=gbs_api,"Sebagai buku pengantar buku ini menyajikan bahasan tentang konsep-konsep dan pemahaman ketatanegaraan secara umum, konsep dan pemahaman yang bisa berlaku di negara manapun, dan belum masuk pada hukum tata negara di negara tertentu. Sebab hukum tata negara yang berlaku di negara tertentu adalah bahasan yang pada porsinya masuk dalam hukum tata negara positif, dan bukan pada pengantar hukum tata negara. Kalau pun kadang-kadang pembaca di bawa pada praktek ketatanegaraan Indonesia, hal itu sekedar memperjelas konsep-konsep ketatanegaraan yang umum dan abstrak dengan praktek ketatanegaraan yang lebih khusus dan konkrit."
K123023,Hukum tata negara Republik Indonesia,PN203,PE109,H123,9.79E+12,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=DxxyAAAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Deskripsi tidak tersedia
K123024,Pengantar ilmu hukum tata negara,PN204,PE109,H123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=PUmHzgEACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Deskripsi tidak tersedia
K123025,Buku Ajar Hukum Tata Negara,PN204,PE109,H123,9.79E+12,Tanggal terbit tidak tersedia,343,https://play.google.com/store/books/details?id=eLTpEAAAQBAJ&source=gbs_api,"Buku Ajar Hukum Tata Negara ini, juga dapat menjadi rujukan bagi praktisi hukum ataupun masyarakat umum yang tengah mempelajari hukum tata negara. Buku ajar ini disusun dengan sistematis dan menyajikan kasus â€“ kasus untuk dipecahkan oleh mahasiswa yang mengambil mata kuliah hukum tata negara."
K123026,HUKUM TATA NEGARA : Sebuah Konsep Dasar dalam Menata Bangsa,PN205,PE110,H123,9.79E+12,5/15/2023,160,https://play.google.com/store/books/details?id=kcK-EAAAQBAJ&source=gbs_api,"Hukum Tata Negara (HTN) merupakan sebuah diskursus keilmuan dalam memberi pemahaman luas tentang konsep-konsep bernegara. Sebuah kajian dengan menjadikan negara atau bangsa sebagai sebuah objek kajian dengan seperangkat hal yang terbangun di dalamnya. Oleh karenanya Hukum Tata Negara (HTN) mempunya kimestri yang erat dengan ilmu kenegaraan atau kewarganegaraan. Memahami negara Indonesia dengan trias political pemerintahannya serta Demokrasi-Pancasila sebagai sistem kepemrintahan merupakan ciri khas suatu bangsa yang tidak dimiliki negara manapun. Berdiri atas kemajmukan dengan asas â€œBhinneka Tunggal Ikaâ€ menjadikan negara ini kokoh menjunjung tinggi kerukunan. Buku yang ada di depan pembaca ini menarik untuk dijadikan teman santai sebagai pembuka jendela dunia, agar kita bisa memahami bumi pertiwi (Indonesia) tidak hanya dari segi sosial tapi juga sejarah dan administrasi kenegarannya. Ingat kata Bung Karno- bapak revolusi dan presiden pertama Republik Indonesia- â€œJAS MERAHâ€ (Jangan Sekali-kali Melupakan Sejarah). Buku ini sangat cocok untuk mahasiswa hukum, pengacara, dan profesional hukum lainnya yang ingin memahami sistem tata negara dan konstitusi. Buku ini ditulis dengan bahasa yang mudah dipahami dan dilengkapi dengan contoh-contoh kasus yang relevan sehingga pembaca dapat dengan mudah memahami konsep-konsep yang rumit dan kompleks dalam hukum tata negara."
K123027,Beberapa masalah hukum tata negara Indonesia,PN206,PE110,H123,9.79E+12,1/1/1997,286,http://books.google.co.id/books?id=TXMcAQAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Indonesian constitutional law
K123028,Perdebatan hukum tata negara pasca amandemen konstitusi,PN207,PE110,H123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,284,http://books.google.co.id/books?id=S1aWAAAAMAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Discussion on Indonesian constitutional law.
K123029,"Hukum tata negara, kewarganegaraan & hak asasi manusia",PN208,PE110,H123,9.79E+12,1/1/2003,332,http://books.google.co.id/books?id=2aKpAAAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,"On politics & government, citizenship, and human rights in Indonesian with reference to the Indonesian 1945 Constitution."
K123030,Politik hukum tata negara Indonesia,PN209,PE110,H123,9.79E+12,Tanggal terbit tidak tersedia,324,http://books.google.co.id/books?id=oPq4tgAACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Deskripsi tidak tersedia
K123031,Hukum tata negara Indonesia,PN210,PE111,H123,9.79E+12,Tanggal terbit tidak tersedia,238,http://books.google.co.id/books?id=VCQ5zgEACAAJ&dq=Hukum+dan+Tata+Negara&hl=&source=gbs_api,Deskripsi tidak tersedia
